customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,num_contacts_in_campaign,num_contacts_prev_campaign,term_deposit_subscribed
35.0,management,married,tertiary,no,-720.0,yes,yes,unknown,27,may,3.0,0,0
51.0,technician,married,,no,324.0,yes,no,cellular,18,nov,2.0,0,0
18.0,student,single,secondary,no,1191.0,no,no,cellular,12,feb,1.0,0,0
31.0,blue-collar,married,tertiary,no,1464.0,no,no,cellular,19,aug,4.0,0,0
36.0,housemaid,married,tertiary,no,5011.0,yes,no,unknown,9,jun,2.0,0,0
34.0,blue-collar,single,primary,no,95.0,yes,no,unknown,16,may,2.0,0,0
32.0,unemployed,married,secondary,no,190.0,yes,no,cellular,12,may,3.0,0,0
31.0,services,married,secondary,no,606.0,no,yes,cellular,19,aug,7.0,0,0
29.0,unemployed,single,secondary,no,20.0,no,no,cellular,14,apr,2.0,0,1
34.0,blue-collar,divorced,primary,no,41.0,no,yes,cellular,29,jul,7.0,0,0
34.0,technician,divorced,secondary,no,-227.0,yes,yes,unknown,28,may,2.0,0,0
43.0,management,married,tertiary,no,159.0,no,no,cellular,20,aug,2.0,0,0
48.0,admin.,divorced,secondary,no,-640.0,yes,no,cellular,17,nov,1.0,0,0
64.0,retired,single,tertiary,no,3379.0,no,no,telephone,23,apr,2.0,0,0
46.0,blue-collar,married,secondary,no,597.0,yes,no,cellular,15,may,6.0,0,0
29.0,self-employed,married,secondary,yes,249.0,yes,yes,cellular,29,jan,1.0,1,0
35.0,blue-collar,married,secondary,no,-251.0,yes,no,cellular,12,may,3.0,1,0
39.0,technician,married,secondary,no,107.0,yes,no,cellular,9,jul,1.0,0,0
42.0,technician,single,secondary,no,55.0,yes,yes,cellular,30,jan,2.0,1,0
26.0,management,single,tertiary,no,2750.0,no,no,cellular,30,apr,1.0,0,1
61.0,admin.,married,secondary,no,4191.0,no,no,telephone,31,jul,2.0,0,0
35.0,unemployed,single,secondary,no,1357.0,yes,no,cellular,13,may,2.0,4,0
34.0,management,married,tertiary,no,711.0,yes,no,cellular,11,aug,7.0,0,0
38.0,management,married,tertiary,no,-1.0,yes,yes,cellular,18,jul,10.0,0,0
35.0,management,married,tertiary,no,2.0,yes,no,unknown,9,may,1.0,0,0
34.0,blue-collar,married,secondary,no,8.0,yes,yes,cellular,16,jul,6.0,0,0
29.0,technician,married,secondary,no,237.0,yes,no,cellular,20,apr,3.0,10,0
42.0,blue-collar,married,primary,no,1155.0,yes,no,telephone,20,apr,1.0,0,0
33.0,blue-collar,married,primary,no,149.0,yes,no,cellular,5,may,1.0,3,0
39.0,blue-collar,single,tertiary,no,1440.0,yes,no,cellular,12,may,2.0,0,0
44.0,blue-collar,married,primary,no,-1.0,yes,yes,cellular,14,may,2.0,0,0
51.0,blue-collar,married,secondary,no,283.0,yes,no,cellular,7,aug,3.0,0,0
37.0,blue-collar,married,secondary,no,1521.0,yes,yes,unknown,14,may,2.0,0,0
35.0,management,divorced,tertiary,no,346.0,yes,no,cellular,11,jul,2.0,0,0
33.0,technician,single,secondary,no,4.0,no,no,cellular,26,aug,2.0,0,0
30.0,technician,single,secondary,yes,0.0,no,yes,cellular,16,jul,1.0,0,0
32.0,services,married,secondary,no,299.0,yes,no,unknown,7,may,1.0,0,0
55.0,technician,married,tertiary,no,256.0,no,no,unknown,5,may,4.0,0,0
36.0,admin.,married,secondary,no,405.0,yes,no,unknown,29,may,1.0,0,1
45.0,unemployed,divorced,tertiary,no,782.0,no,no,unknown,20,jun,2.0,0,0
33.0,blue-collar,married,secondary,no,1363.0,yes,no,unknown,20,jun,4.0,0,0
31.0,admin.,single,secondary,no,318.0,yes,no,cellular,15,may,2.0,0,0
40.0,technician,married,secondary,no,-152.0,no,yes,unknown,1,jul,1.0,0,0
51.0,technician,married,secondary,no,-1.0,no,yes,cellular,31,jul,1.0,0,0
52.0,technician,married,primary,no,1.0,no,no,cellular,21,jul,1.0,0,0
56.0,retired,married,secondary,no,296.0,yes,yes,unknown,26,may,2.0,0,0
55.0,admin.,married,secondary,no,409.0,yes,yes,cellular,15,may,3.0,0,0
31.0,management,married,secondary,no,2292.0,no,no,cellular,20,aug,2.0,0,0
41.0,technician,single,secondary,no,572.0,yes,no,cellular,6,may,2.0,2,0
63.0,entrepreneur,married,secondary,no,3906.0,no,no,telephone,8,nov,1.0,4,1
40.0,blue-collar,divorced,primary,no,-3.0,yes,no,unknown,5,may,1.0,0,0
32.0,blue-collar,married,primary,no,135.0,yes,no,unknown,9,may,2.0,0,0
58.0,blue-collar,married,,no,53.0,yes,no,unknown,5,may,1.0,0,0
58.0,management,married,tertiary,no,939.0,yes,no,cellular,8,may,2.0,1,0
33.0,blue-collar,married,primary,no,443.0,yes,no,unknown,26,may,3.0,0,0
53.0,admin.,married,secondary,no,534.0,yes,no,unknown,5,may,2.0,0,0
57.0,blue-collar,divorced,,no,126.0,yes,no,unknown,6,may,1.0,0,0
29.0,blue-collar,single,secondary,no,3048.0,yes,no,cellular,20,apr,1.0,0,0
34.0,management,single,tertiary,no,195.0,no,no,cellular,7,aug,4.0,0,0
34.0,services,single,secondary,no,152.0,yes,no,cellular,25,may,2.0,0,0
51.0,management,divorced,tertiary,no,514.0,yes,yes,cellular,20,apr,1.0,0,0
53.0,blue-collar,married,secondary,no,163.0,no,no,unknown,16,jun,1.0,0,0
38.0,blue-collar,married,primary,no,479.0,no,no,cellular,13,may,3.0,1,0
36.0,admin.,single,secondary,no,662.0,yes,no,cellular,2,apr,3.0,0,0
47.0,services,married,secondary,no,1461.0,yes,no,unknown,19,may,1.0,0,0
59.0,retired,married,,no,-490.0,no,yes,unknown,4,jul,1.0,0,0
27.0,blue-collar,married,primary,no,5954.0,yes,yes,unknown,4,jul,1.0,0,0
57.0,retired,married,secondary,no,1.0,yes,no,unknown,7,may,4.0,0,0
40.0,unemployed,married,secondary,no,250.0,yes,no,cellular,29,jul,3.0,0,0
49.0,blue-collar,married,,no,2495.0,no,no,cellular,28,aug,3.0,0,0
30.0,housemaid,single,secondary,no,13100.0,no,no,cellular,29,aug,9.0,0,0
43.0,services,married,primary,no,512.0,no,no,unknown,9,jun,2.0,0,0
49.0,entrepreneur,married,secondary,no,1.0,yes,yes,unknown,2,jun,5.0,0,0
77.0,admin.,married,,no,1094.0,no,no,cellular,22,apr,1.0,0,0
39.0,entrepreneur,married,tertiary,no,68.0,no,no,cellular,20,nov,1.0,0,0
38.0,admin.,married,tertiary,no,1105.0,no,no,cellular,26,jan,1.0,5,0
24.0,student,single,secondary,no,1.0,no,no,telephone,4,may,1.0,0,0
33.0,management,married,tertiary,no,1075.0,no,no,cellular,12,aug,4.0,0,0
55.0,blue-collar,single,primary,no,212.0,yes,no,cellular,15,may,1.0,1,0
34.0,management,married,tertiary,no,531.0,no,no,cellular,20,apr,2.0,0,1
52.0,housemaid,divorced,secondary,no,-5.0,no,no,cellular,19,nov,1.0,0,0
41.0,unemployed,married,tertiary,no,31.0,yes,no,cellular,4,feb,2.0,0,0
51.0,technician,married,secondary,no,322.0,yes,no,telephone,13,may,1.0,0,0
59.0,unemployed,divorced,secondary,no,79.0,yes,no,unknown,1,mar,1.0,2,0
44.0,management,single,secondary,no,809.0,no,no,cellular,26,aug,2.0,0,0
26.0,blue-collar,single,secondary,no,764.0,yes,no,cellular,18,may,1.0,0,0
47.0,technician,divorced,secondary,no,3.0,yes,no,cellular,13,aug,2.0,6,0
30.0,blue-collar,married,secondary,no,471.0,yes,no,unknown,13,may,2.0,0,0
31.0,blue-collar,married,secondary,no,-501.0,yes,no,cellular,21,jul,1.0,0,0
54.0,retired,married,secondary,no,237.0,yes,no,unknown,20,jun,6.0,0,0
33.0,blue-collar,married,secondary,no,2625.0,yes,no,unknown,18,jun,1.0,0,0
46.0,admin.,divorced,secondary,no,105.0,yes,no,unknown,15,may,1.0,0,0
51.0,management,married,tertiary,no,110.0,yes,no,unknown,29,may,3.0,0,0
48.0,management,married,tertiary,no,3658.0,no,no,cellular,29,oct,2.0,3,1
57.0,management,married,tertiary,no,-3.0,no,no,cellular,28,aug,9.0,0,0
26.0,blue-collar,married,primary,no,130.0,no,yes,cellular,25,jul,3.0,0,0
42.0,management,married,tertiary,no,7181.0,no,no,unknown,19,jun,2.0,0,0
39.0,technician,married,secondary,no,1268.0,yes,no,unknown,29,may,1.0,0,0
53.0,technician,married,secondary,no,2558.0,no,no,unknown,19,jun,1.0,0,0
34.0,management,single,tertiary,no,2338.0,no,no,cellular,18,jul,1.0,0,0
31.0,technician,married,secondary,no,3.0,no,no,cellular,28,aug,10.0,0,0
33.0,technician,single,tertiary,no,2745.0,yes,no,cellular,8,aug,2.0,0,0
50.0,blue-collar,married,primary,no,818.0,yes,no,cellular,17,apr,1.0,7,0
50.0,technician,married,secondary,no,-31.0,no,yes,cellular,28,jan,1.0,0,0
29.0,blue-collar,single,primary,no,411.0,yes,no,cellular,18,may,4.0,2,0
39.0,management,single,tertiary,no,1275.0,yes,no,unknown,15,may,2.0,0,0
50.0,technician,divorced,,no,3557.0,yes,no,cellular,30,jul,6.0,0,0
54.0,retired,divorced,secondary,no,136.0,no,no,cellular,17,jul,1.0,0,0
56.0,housemaid,married,primary,no,40.0,no,yes,cellular,15,jul,2.0,0,0
36.0,blue-collar,married,primary,no,194.0,yes,no,cellular,15,may,2.0,0,0
38.0,blue-collar,single,secondary,no,16917.0,no,no,unknown,11,jun,6.0,0,0
36.0,management,married,primary,no,4723.0,no,no,telephone,28,jan,1.0,0,0
39.0,management,married,tertiary,no,6.0,yes,no,cellular,18,nov,2.0,0,0
42.0,blue-collar,married,primary,no,32.0,yes,yes,cellular,30,jul,5.0,0,0
46.0,blue-collar,married,primary,no,551.0,yes,no,telephone,12,may,1.0,0,0
38.0,management,divorced,tertiary,no,4689.0,yes,no,telephone,19,nov,2.0,2,0
33.0,services,married,secondary,no,820.0,yes,no,telephone,14,jul,14.0,0,0
41.0,management,married,tertiary,no,272.0,no,no,unknown,16,jun,3.0,0,0
51.0,blue-collar,married,primary,no,53.0,yes,no,cellular,7,apr,1.0,1,0
25.0,admin.,single,tertiary,no,74.0,no,no,cellular,29,jan,1.0,0,0
52.0,management,married,tertiary,no,3284.0,yes,no,cellular,4,feb,2.0,3,0
27.0,management,married,tertiary,no,5696.0,no,no,cellular,25,jul,1.0,0,0
26.0,management,single,tertiary,no,216.0,no,no,cellular,4,aug,1.0,1,1
29.0,management,single,tertiary,no,389.0,no,no,cellular,28,oct,1.0,1,0
30.0,unemployed,single,secondary,no,335.0,yes,no,unknown,9,may,2.0,0,0
34.0,management,married,tertiary,no,553.0,yes,no,cellular,29,jan,1.0,1,0
30.0,blue-collar,married,secondary,no,1488.0,yes,no,unknown,30,may,7.0,0,0
31.0,blue-collar,married,secondary,no,1277.0,yes,no,cellular,20,apr,1.0,0,0
40.0,services,single,secondary,no,-673.0,yes,yes,cellular,18,mar,4.0,0,0
44.0,technician,single,tertiary,no,89.0,no,no,unknown,23,jul,4.0,0,0
57.0,technician,married,secondary,no,1743.0,no,no,cellular,13,mar,2.0,0,1
42.0,technician,single,secondary,no,209.0,yes,no,cellular,14,may,1.0,0,0
41.0,management,married,tertiary,no,5285.0,yes,no,unknown,30,may,1.0,0,0
43.0,management,divorced,secondary,no,644.0,yes,no,cellular,19,nov,1.0,1,1
30.0,blue-collar,married,secondary,no,675.0,yes,no,cellular,6,may,1.0,0,0
60.0,retired,married,secondary,no,8329.0,no,no,cellular,16,mar,1.0,7,1
48.0,blue-collar,married,secondary,no,0.0,no,no,cellular,18,nov,1.0,0,0
31.0,services,single,secondary,no,270.0,yes,no,cellular,8,may,5.0,0,0
32.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,19,nov,2.0,0,0
44.0,management,divorced,tertiary,no,-367.0,yes,yes,unknown,27,may,1.0,0,0
42.0,management,married,tertiary,no,1751.0,no,no,cellular,26,aug,2.0,0,0
34.0,management,married,tertiary,no,393.0,yes,no,cellular,30,apr,2.0,0,1
60.0,retired,married,secondary,no,195.0,no,yes,cellular,30,jul,5.0,0,0
34.0,management,single,tertiary,no,306.0,yes,yes,cellular,28,jul,9.0,0,0
26.0,management,single,tertiary,no,1028.0,no,no,cellular,12,feb,2.0,2,1
29.0,technician,single,tertiary,no,665.0,no,no,cellular,29,jan,2.0,0,1
27.0,technician,single,secondary,no,672.0,no,no,cellular,17,apr,5.0,0,1
25.0,admin.,single,secondary,no,23.0,yes,no,unknown,5,jun,2.0,0,0
39.0,blue-collar,married,secondary,no,1144.0,no,no,cellular,30,jul,2.0,0,0
45.0,admin.,divorced,secondary,no,46.0,yes,no,cellular,6,may,2.0,0,0
30.0,management,married,tertiary,no,909.0,no,no,cellular,12,feb,4.0,0,1
42.0,technician,married,secondary,no,1543.0,no,no,cellular,19,jun,5.0,2,0
33.0,blue-collar,single,secondary,no,424.0,no,no,unknown,20,sep,1.0,0,0
76.0,retired,married,secondary,no,4109.0,no,no,telephone,26,jan,1.0,2,1
32.0,admin.,married,primary,no,242.0,yes,no,unknown,2,jun,2.0,0,0
25.0,student,married,,no,149.0,no,no,cellular,26,may,1.0,1,0
56.0,entrepreneur,married,secondary,no,2794.0,no,no,unknown,6,jun,1.0,0,0
43.0,technician,single,,no,7112.0,yes,yes,cellular,18,nov,1.0,3,0
35.0,management,married,secondary,no,331.0,no,no,cellular,28,aug,6.0,0,0
49.0,admin.,married,secondary,no,844.0,no,no,cellular,28,aug,21.0,0,0
29.0,services,married,secondary,no,-1.0,yes,no,cellular,23,jul,13.0,0,0
56.0,management,married,tertiary,no,2842.0,yes,no,unknown,20,may,10.0,0,0
29.0,management,single,tertiary,no,723.0,no,no,cellular,11,aug,4.0,0,0
33.0,admin.,single,secondary,no,1646.0,no,no,cellular,27,may,2.0,0,0
28.0,blue-collar,married,primary,no,1.0,no,no,cellular,23,dec,1.0,1,1
31.0,blue-collar,married,secondary,no,304.0,yes,no,unknown,7,may,2.0,0,1
52.0,entrepreneur,married,tertiary,no,50.0,yes,yes,cellular,6,may,1.0,1,0
35.0,technician,married,secondary,no,133.0,no,no,cellular,15,nov,2.0,5,1
52.0,services,married,secondary,no,517.0,yes,no,unknown,26,may,2.0,0,0
26.0,admin.,married,secondary,no,10.0,yes,no,unknown,9,may,2.0,0,0
34.0,admin.,divorced,secondary,no,21.0,no,no,cellular,11,jul,2.0,0,0
38.0,technician,divorced,tertiary,no,1872.0,yes,no,cellular,17,nov,1.0,0,0
42.0,admin.,married,secondary,no,141.0,yes,no,unknown,14,may,1.0,0,0
38.0,management,married,tertiary,no,2228.0,yes,no,cellular,18,aug,8.0,0,0
41.0,management,single,tertiary,no,693.0,yes,no,unknown,30,may,1.0,0,0
48.0,management,married,tertiary,no,1433.0,no,no,cellular,18,nov,2.0,0,0
35.0,blue-collar,married,secondary,no,400.0,yes,no,unknown,19,may,1.0,0,0
36.0,management,married,tertiary,no,2947.0,no,no,cellular,21,nov,3.0,0,0
49.0,management,married,tertiary,no,2066.0,yes,no,cellular,17,nov,1.0,0,0
46.0,admin.,married,secondary,no,-2.0,no,yes,cellular,10,aug,1.0,0,0
52.0,management,divorced,tertiary,no,3211.0,yes,no,cellular,6,aug,5.0,0,0
66.0,retired,divorced,tertiary,no,251.0,no,no,cellular,22,apr,2.0,0,1
26.0,blue-collar,single,secondary,no,490.0,no,no,cellular,7,jul,3.0,0,0
32.0,admin.,single,secondary,no,-296.0,yes,yes,cellular,25,jul,1.0,0,0
54.0,retired,married,secondary,no,934.0,no,yes,telephone,29,jan,2.0,0,0
32.0,housemaid,single,secondary,no,-123.0,yes,yes,cellular,13,may,5.0,0,0
29.0,student,single,secondary,no,103.0,yes,no,telephone,10,jul,1.0,0,0
32.0,management,single,tertiary,no,353.0,yes,no,cellular,15,may,2.0,0,0
42.0,blue-collar,married,secondary,no,1707.0,yes,no,cellular,19,nov,2.0,1,0
53.0,blue-collar,married,primary,no,107.0,yes,no,unknown,14,may,1.0,0,0
55.0,technician,divorced,secondary,no,693.0,yes,no,cellular,17,nov,1.0,4,0
22.0,technician,single,tertiary,no,795.0,yes,no,unknown,13,may,4.0,0,0
36.0,blue-collar,married,secondary,no,862.0,yes,no,unknown,5,jun,4.0,0,1
36.0,admin.,married,secondary,no,1765.0,yes,no,cellular,12,nov,7.0,0,1
49.0,management,married,,no,4191.0,yes,no,cellular,19,nov,3.0,0,1
25.0,blue-collar,married,primary,no,10041.0,yes,no,unknown,29,may,4.0,0,0
49.0,blue-collar,married,secondary,no,232.0,yes,no,cellular,25,jul,2.0,0,0
42.0,management,single,tertiary,no,-61.0,yes,no,cellular,18,nov,2.0,14,0
42.0,services,married,secondary,no,146.0,yes,yes,unknown,3,jun,1.0,0,0
46.0,technician,divorced,secondary,no,107.0,yes,no,unknown,17,nov,1.0,1,0
29.0,technician,single,secondary,no,2545.0,no,no,cellular,8,apr,2.0,0,1
29.0,services,married,tertiary,no,588.0,yes,yes,unknown,20,may,2.0,0,0
34.0,admin.,married,tertiary,no,1633.0,yes,yes,cellular,6,sep,1.0,2,0
27.0,admin.,single,secondary,no,2805.0,no,yes,unknown,4,jul,2.0,0,0
28.0,unknown,single,tertiary,no,6420.0,no,no,telephone,28,jan,4.0,0,0
47.0,admin.,divorced,secondary,yes,2407.0,yes,no,cellular,23,jul,8.0,0,0
35.0,management,single,tertiary,no,378.0,no,no,cellular,5,feb,1.0,1,0
36.0,blue-collar,married,secondary,no,1327.0,no,no,cellular,10,jul,1.0,0,1
52.0,blue-collar,married,secondary,no,37.0,yes,yes,cellular,31,jul,2.0,0,0
34.0,blue-collar,married,primary,no,-147.0,yes,no,unknown,6,may,2.0,0,0
44.0,blue-collar,married,secondary,no,647.0,yes,no,cellular,6,apr,2.0,0,0
33.0,management,married,tertiary,no,1518.0,yes,no,cellular,20,nov,2.0,0,0
21.0,blue-collar,married,secondary,no,1070.0,yes,no,unknown,3,jun,2.0,0,0
40.0,blue-collar,married,primary,no,713.0,no,no,cellular,2,feb,2.0,0,0
38.0,blue-collar,married,secondary,no,473.0,yes,no,unknown,5,may,2.0,0,0
44.0,management,married,tertiary,no,1256.0,no,no,unknown,20,oct,1.0,0,1
38.0,management,divorced,tertiary,no,1317.0,yes,no,cellular,9,apr,2.0,5,0
37.0,technician,married,primary,no,1656.0,yes,yes,cellular,11,may,2.0,10,0
35.0,management,married,tertiary,no,254.0,no,no,cellular,4,mar,6.0,0,1
54.0,services,married,secondary,no,-4.0,no,no,cellular,22,oct,1.0,1,0
24.0,entrepreneur,single,tertiary,no,726.0,no,no,cellular,5,feb,2.0,29,1
41.0,blue-collar,married,primary,yes,1197.0,no,no,unknown,30,may,1.0,0,0
27.0,blue-collar,single,secondary,no,-34.0,yes,no,cellular,10,jul,4.0,0,1
61.0,technician,married,tertiary,no,-90.0,no,no,unknown,25,jun,1.0,0,0
42.0,blue-collar,single,primary,no,49.0,yes,yes,cellular,14,jul,4.0,0,0
29.0,unemployed,married,secondary,no,313.0,yes,no,cellular,20,nov,3.0,7,1
37.0,blue-collar,married,secondary,no,200.0,yes,no,unknown,3,jun,1.0,0,0
39.0,housemaid,married,primary,no,14.0,yes,no,unknown,6,may,1.0,0,0
38.0,admin.,divorced,secondary,no,383.0,yes,no,cellular,17,apr,1.0,0,0
34.0,blue-collar,married,secondary,no,8.0,no,no,unknown,9,jun,2.0,0,0
33.0,services,divorced,secondary,no,2407.0,yes,no,cellular,15,may,1.0,0,0
49.0,management,married,secondary,no,5191.0,no,no,cellular,23,apr,2.0,0,0
28.0,technician,divorced,secondary,no,340.0,yes,no,cellular,5,may,3.0,0,0
48.0,blue-collar,married,primary,no,226.0,no,no,cellular,8,aug,2.0,0,0
55.0,blue-collar,divorced,primary,no,835.0,no,no,telephone,3,feb,1.0,0,0
31.0,housemaid,married,primary,no,-5.0,yes,no,cellular,15,jul,3.0,0,0
44.0,admin.,single,secondary,no,1533.0,no,no,cellular,10,nov,1.0,3,1
29.0,technician,divorced,secondary,no,2871.0,no,no,cellular,18,aug,4.0,0,0
43.0,technician,married,,no,32.0,yes,no,cellular,10,jul,1.0,0,0
45.0,technician,divorced,secondary,no,1.0,no,no,cellular,19,aug,3.0,0,0
57.0,housemaid,married,primary,no,490.0,no,no,unknown,5,jun,2.0,0,0
26.0,admin.,single,secondary,no,270.0,yes,no,unknown,11,jun,5.0,0,0
35.0,blue-collar,single,secondary,no,108.0,yes,yes,cellular,10,jul,3.0,0,0
35.0,blue-collar,married,primary,no,-3.0,yes,no,cellular,17,nov,2.0,2,0
32.0,technician,single,secondary,yes,27.0,yes,no,cellular,15,may,5.0,1,0
52.0,blue-collar,married,primary,no,458.0,yes,no,cellular,29,aug,2.0,0,0
54.0,retired,divorced,secondary,no,8.0,yes,no,cellular,11,may,1.0,2,0
32.0,management,married,tertiary,no,164.0,yes,yes,telephone,10,nov,1.0,0,0
43.0,services,married,secondary,no,132.0,no,no,cellular,29,jan,3.0,0,0
19.0,technician,single,secondary,no,4658.0,yes,no,unknown,23,jun,4.0,0,0
32.0,blue-collar,married,secondary,no,7058.0,yes,no,cellular,13,may,1.0,9,0
40.0,entrepreneur,married,tertiary,no,5849.0,yes,no,cellular,19,nov,1.0,0,0
31.0,services,single,secondary,no,257.0,yes,no,unknown,27,may,2.0,0,0
32.0,management,single,tertiary,no,1495.0,yes,no,unknown,28,may,11.0,0,0
40.0,blue-collar,married,,no,225.0,yes,no,unknown,20,may,8.0,0,0
31.0,blue-collar,married,secondary,no,473.0,yes,yes,cellular,20,apr,1.0,0,0
30.0,admin.,single,secondary,no,-547.0,yes,yes,cellular,28,jul,2.0,0,0
40.0,management,married,tertiary,no,171.0,yes,yes,unknown,5,may,1.0,0,0
38.0,services,single,secondary,no,32.0,yes,no,unknown,19,may,1.0,0,0
27.0,blue-collar,single,secondary,no,57.0,yes,no,cellular,14,may,3.0,0,0
38.0,services,married,secondary,no,53.0,yes,no,unknown,8,may,3.0,0,0
51.0,management,married,tertiary,no,250.0,yes,yes,cellular,17,nov,2.0,3,0
37.0,admin.,single,tertiary,no,157.0,yes,no,cellular,13,may,3.0,3,0
28.0,blue-collar,single,secondary,no,223.0,no,no,cellular,5,feb,1.0,1,0
37.0,blue-collar,married,primary,no,3569.0,yes,no,unknown,2,jun,2.0,0,0
49.0,management,married,tertiary,no,3558.0,yes,no,unknown,20,jun,4.0,0,0
54.0,management,married,secondary,no,656.0,yes,no,telephone,11,may,5.0,0,0
29.0,technician,single,secondary,no,11.0,no,no,cellular,19,aug,17.0,0,0
38.0,blue-collar,married,primary,no,114.0,yes,no,unknown,23,may,3.0,0,0
47.0,blue-collar,married,secondary,no,1144.0,yes,no,cellular,17,apr,1.0,1,0
37.0,admin.,married,secondary,no,262.0,yes,no,cellular,11,aug,2.0,2,0
56.0,retired,married,tertiary,no,1638.0,no,yes,cellular,18,jul,7.0,0,0
49.0,technician,married,secondary,no,3070.0,no,no,cellular,4,aug,2.0,0,0
48.0,blue-collar,married,secondary,no,-404.0,yes,no,cellular,31,jul,3.0,0,0
47.0,management,married,tertiary,no,19447.0,yes,yes,cellular,21,nov,1.0,0,0
27.0,technician,single,secondary,no,866.0,yes,no,unknown,16,may,5.0,0,1
33.0,blue-collar,single,secondary,no,1125.0,yes,no,cellular,10,jul,1.0,0,0
39.0,services,married,secondary,no,357.0,yes,no,unknown,6,may,3.0,0,0
48.0,self-employed,married,secondary,no,1180.0,no,no,cellular,6,aug,2.0,0,0
36.0,self-employed,married,tertiary,no,508.0,no,no,cellular,3,feb,1.0,3,0
59.0,management,married,tertiary,no,1355.0,yes,yes,cellular,18,nov,2.0,0,0
37.0,technician,married,tertiary,no,1477.0,yes,yes,cellular,11,may,2.0,0,0
39.0,technician,married,tertiary,no,4598.0,yes,no,cellular,6,aug,1.0,6,0
57.0,blue-collar,married,secondary,no,-139.0,no,no,cellular,18,jul,1.0,0,0
27.0,admin.,single,tertiary,no,9.0,yes,no,cellular,5,may,1.0,0,0
39.0,technician,married,primary,no,220.0,yes,no,unknown,9,jun,6.0,0,0
45.0,blue-collar,married,primary,no,491.0,yes,no,cellular,15,may,3.0,1,0
38.0,technician,married,secondary,no,252.0,no,no,cellular,20,aug,2.0,0,0
35.0,services,married,secondary,no,1393.0,yes,no,cellular,16,apr,1.0,3,0
33.0,admin.,single,secondary,no,12.0,yes,no,unknown,5,may,2.0,0,0
53.0,management,divorced,tertiary,no,-207.0,no,no,cellular,2,feb,1.0,0,0
57.0,technician,married,secondary,no,1471.0,yes,no,cellular,17,apr,1.0,0,0
28.0,self-employed,divorced,secondary,no,163.0,yes,no,cellular,29,jul,4.0,0,0
41.0,admin.,divorced,secondary,no,79.0,yes,no,cellular,6,may,1.0,6,0
78.0,retired,married,secondary,no,8303.0,no,no,telephone,9,mar,9.0,0,1
32.0,management,married,tertiary,no,2087.0,yes,no,cellular,22,jun,3.0,0,0
46.0,blue-collar,married,primary,no,-3.0,yes,yes,unknown,8,may,3.0,0,0
37.0,technician,married,secondary,no,-3.0,no,no,cellular,4,aug,3.0,0,0
45.0,blue-collar,married,secondary,no,478.0,yes,no,unknown,28,may,2.0,0,0
36.0,entrepreneur,married,secondary,no,2.0,no,no,cellular,20,nov,1.0,0,0
58.0,blue-collar,married,secondary,no,323.0,no,no,cellular,18,aug,5.0,0,0
53.0,blue-collar,married,primary,no,831.0,yes,no,unknown,30,may,1.0,0,0
57.0,admin.,divorced,secondary,no,-425.0,no,yes,cellular,23,jul,4.0,0,0
24.0,services,single,secondary,no,31.0,yes,no,unknown,16,may,1.0,0,0
47.0,blue-collar,married,secondary,no,245.0,yes,no,unknown,3,jun,4.0,0,0
54.0,services,married,secondary,no,660.0,no,no,unknown,6,may,2.0,0,0
32.0,technician,single,secondary,no,236.0,no,no,cellular,7,jul,1.0,0,0
40.0,blue-collar,married,primary,no,1457.0,yes,no,cellular,7,may,2.0,3,1
60.0,self-employed,married,,no,1186.0,yes,no,cellular,6,may,2.0,0,0
31.0,technician,married,tertiary,no,98.0,no,no,cellular,20,aug,2.0,0,0
41.0,self-employed,divorced,tertiary,no,-2.0,no,no,unknown,11,jun,2.0,0,0
50.0,technician,single,secondary,no,1197.0,yes,no,unknown,18,jun,1.0,0,0
49.0,technician,divorced,secondary,no,-5.0,yes,no,unknown,28,may,2.0,0,0
34.0,technician,single,secondary,no,261.0,no,no,unknown,3,jun,3.0,0,0
44.0,services,single,secondary,no,371.0,yes,no,cellular,4,feb,1.0,0,0
23.0,services,single,secondary,no,555.0,yes,yes,unknown,4,jun,1.0,0,0
59.0,entrepreneur,divorced,secondary,no,78.0,yes,no,unknown,15,may,1.0,0,0
35.0,technician,single,secondary,no,664.0,no,yes,cellular,14,aug,2.0,0,0
54.0,blue-collar,married,,no,1462.0,no,no,cellular,8,aug,2.0,0,0
32.0,management,married,secondary,no,161.0,yes,no,telephone,5,feb,3.0,15,0
43.0,management,married,,no,2452.0,yes,no,unknown,9,may,1.0,0,0
36.0,management,married,tertiary,no,-2.0,yes,yes,cellular,14,jul,2.0,0,0
48.0,blue-collar,married,secondary,no,1147.0,yes,no,unknown,4,jun,1.0,0,0
25.0,student,single,secondary,no,1745.0,yes,no,cellular,24,jul,1.0,0,1
43.0,technician,divorced,secondary,no,170.0,no,no,cellular,4,aug,3.0,0,0
56.0,technician,divorced,secondary,no,251.0,yes,no,unknown,27,jun,2.0,0,0
51.0,housemaid,married,primary,no,3690.0,no,no,cellular,9,feb,6.0,0,0
60.0,retired,married,secondary,no,2921.0,no,no,cellular,11,oct,2.0,2,0
39.0,services,married,secondary,no,4.0,yes,yes,unknown,21,may,3.0,0,0
57.0,blue-collar,married,secondary,no,-4.0,no,no,cellular,18,aug,17.0,0,0
47.0,self-employed,married,secondary,no,4744.0,yes,no,unknown,21,may,11.0,0,0
